car_id,car_make,car_model,car_year,car_vin,car_color
838,Maserati,Karif,1990,5FRYD3H47FB554032,Goldenrod
839,Dodge,Ram 3500,2004,5XYKT3A16DG755498,Orange
840,Scion,xB,2004,1D7RV1CT4BS242887,Blue
841,Mercedes-Benz,E-Class,1988,5UXKR0C57F0458812,Yellow
842,Honda,Accord,2000,1N6AF0LY5FN430247,Mauv
843,Pontiac,GTO,2005,WBSWL93538P149088,Turquoise
844,Oldsmobile,Ciera,1993,5N1AA0NE4FN746786,Mauv
845,Toyota,Corolla,2006,1C4NJPBA6FD991868,Teal
846,Acura,TSX,2012,WAUSF78E98A223673,Orange
847,Buick,Verano,2012,4T1BF1FK6EU813859,Pink
848,Audi,TT,2004,5J6TF1H59EL084093,Green
849,Mitsubishi,Lancer,2006,WAUFGBFB0BN613166,Puce
850,Audi,V8,1991,WAU4FAFR2DA802638,Blue
851,Saturn,Ion,2003,2G4WB52K321220834,Turquoise
852,Lexus,LS Hybrid,2011,YV126MECXF1265426,Purple
853,Buick,Coachbuilder,1994,WVGAV7AX8AW247917,Yellow
854,BMW,530,2006,WBA3K5C58FK729823,Puce
855,Plymouth,Voyager,1998,2G61T5S34E9302178,Khaki
856,Cadillac,Escalade ESV,2011,5UXFG8C55CL254574,Green
857,Dodge,Dakota,2009,1C4SDJCT7FC063936,Red
858,Chevrolet,G-Series G20,1993,JTHBE5C29C5410810,Blue
859,Buick,Century,1988,WUATNAFG2CN347655,Crimson
860,Jaguar,S-Type,2006,1FTWW3B50AE169617,Blue
861,BMW,X5,2013,JTMHY7AJ5E4629796,Khaki
862,Cadillac,CTS,2005,1GD21ZCG3DZ047166,Indigo
863,Hyundai,Accent,2007,1N4AB7AP6EN784476,Mauv
864,Acura,NSX,2000,JH4KC1F51FC718123,Goldenrod
865,Ford,F-Series,2007,3VWML7AJ0DM975798,Pink
866,Mitsubishi,Outlander,2006,JN8AZ2KR5BT238353,Khaki
867,Ford,F250,2000,1G6KD57YX3U219070,Purple
868,Pontiac,Bonneville,1987,5TFCY5F15CX485699,Turquoise
869,Mercedes-Benz,M-Class,2009,JN1CV6AP8BM637942,Violet
870,Volkswagen,rio,1998,4JGDA2EBXEA613261,Green
871,Volkswagen,Jetta,2000,JTDJTUD34DD881761,Red
872,Subaru,Legacy,1997,3LNHL2GC9AR150627,Violet
873,Chevrolet,Volt,2011,1FTSW2B5XAE004148,Teal
874,Mitsubishi,Montero Sport,2000,WBAPL5G5XBN714807,Puce
875,Subaru,Forester,2002,1FTSX2B50AE810819,Indigo
876,Mercedes-Benz,500E,1993,KNADM4A34F6030580,Goldenrod
877,Land Rover,Discovery,2006,1GD21XEG3FZ165089,Turquoise
878,Mazda,Mazda6,2010,SCFEBBAC4AG551756,Turquoise
879,GMC,Yukon XL 2500,2002,JTJBM7FX8B5306859,Yellow
880,Pontiac,Grand Am,1992,WA1BY94LX8D738316,Aquamarine
881,Chevrolet,G-Series 2500,1998,WBA6B2C59FG312354,Crimson
882,Nissan,Armada,2005,WBANN73526C229484,Pink
883,Ford,E150,2004,2G4G05GV3B9149360,Aquamarine
884,Scion,tC,2013,JN1CV6EL3EM326026,Mauv
885,Kia,Amanti,2006,WBABS53431J247360,Teal
886,Ford,Contour,1998,3FAHP0DC7BR678806,Purple
887,Pontiac,Safari,1988,WBAAX13425P866265,Aquamarine
888,Pontiac,G6,2007,5N1AR2MM0DC586301,Violet
889,Audi,A3,2007,2G4WB55K441305874,Orange
890,Lamborghini,Murciélago,2002,WAUBF98E58A895791,Teal
891,Mazda,Miata MX-5,1996,2C3CA4CD3AH578157,Puce
892,Dodge,Neon,1997,19UUB2F72FA812688,Teal
893,Nissan,Sentra,2005,JN8AZ2KR0CT604835,Goldenrod
894,Toyota,Camry,2010,WP0AA2A92AS986163,Violet
895,Mazda,MX-5,2007,3D73M4CL4AG144748,Orange
896,Lamborghini,Diablo,1994,WAU4FBFL2CA876058,Violet
897,Isuzu,Trooper,2001,WAUXF98K99A352666,Khaki
898,Ford,Escort,2000,1FTWF3D57AE905997,Goldenrod
899,Ford,Probe,1989,JTDKTUD31ED363242,Teal
900,Chrysler,Town & Country,1998,KNAGM4AD8C5263045,Indigo
901,Ford,Fusion,2008,JTHDU1EF7C5102782,Violet
902,Dodge,Ram 2500,2007,5J8TB4H38EL090034,Fuscia
903,BMW,3 Series,1998,JN8AS5MTXCW077058,Fuscia
904,Dodge,Caravan,1985,WAUED54B61N275067,Mauv
905,Chevrolet,G-Series G20,1993,1G6AS5SX0E0352785,Khaki
906,Buick,Regal,1994,5UXFF0C52AL529240,Crimson
907,Volvo,S80,2010,WAUBGAFB6BN530477,Indigo
908,Mercedes-Benz,CLK-Class,2001,JN8AZ2KR6AT561129,Khaki
909,Mitsubishi,3000GT,1995,1FTEW1E81AF280368,Yellow
910,Chevrolet,SSR,2006,1G6DA5EY5B0433572,Red
911,Lincoln,LS,2000,WBAVB33526K389632,Aquamarine
912,Subaru,Legacy,1998,JHMZF1D49FS478728,Orange
913,Lincoln,Town Car,1994,2C3CDXEJ6EH280039,Aquamarine
914,Suzuki,Aerio,2005,3D7JB1EK9BG452032,Crimson
915,Chevrolet,3500,1997,1FM5K7B82EG876944,Teal
916,Lincoln,Navigator L,2012,KNAFT4A22D5193363,Khaki
917,Kia,Sorento,2009,KM8NU4CC1AU797761,Fuscia
918,Mercedes-Benz,E-Class,1985,1C3CDFCBXFD607837,Teal
919,Saab,900,1992,WAUDH98E07A164834,Aquamarine
920,Chrysler,Cirrus,1996,5N1BA0ND8FN043171,Teal
921,Infiniti,G,1996,3D7LT2ET0AG215934,Puce
922,Toyota,4Runner,1997,JH4KB2F63CC065579,Indigo
923,Ford,Ranger,1994,SCFFDAAE7CG338622,Crimson
924,Pontiac,LeMans,1968,3GYFNGEY2BS522931,Red
925,GMC,Canyon,2011,5GAEV13D29J753033,Goldenrod
926,Honda,Accord,1989,1FMJK1JT3FE219388,Crimson
927,Acura,MDX,2002,WAUKF78E67A437793,Violet
928,Mitsubishi,Truck,1995,1N6AA0CC3AN434308,Aquamarine
929,Dodge,Nitro,2010,5N1AN0NW9EN152562,Teal
930,BMW,545,2005,3GTXCYEJ6AG816083,Red
931,Ford,Probe,1992,SCFEFBBC7AG882785,Violet
932,Mercury,Grand Marquis,1994,2C3CDYCJ5CH974372,Maroon
933,GMC,Savana 2500,2007,WBANE73517B420756,Crimson
934,Mitsubishi,Challenger,2002,1G6KD57YX2U380758,Fuscia
935,Subaru,SVX,1997,1D4RE4GG2BC643361,Mauv
936,Land Rover,Range Rover Sport,2011,1J4PN2GK9AW841603,Khaki
937,Kia,Optima,2003,WA1VFAFL4EA601144,Indigo
938,Buick,Century,1997,WBAUN1C57AV970381,Green
939,Toyota,Sequoia,2003,KNADH4A35A6434596,Goldenrod
940,Chevrolet,Silverado,2009,1G6AW5SX0F0159509,Red
941,Mercedes-Benz,S-Class,1996,5UMBT93567L166572,Green
942,BMW,M3,1998,1G4HE57Y37U605755,Puce
943,Ford,E350,2005,1N4AA5AP2DC352999,Pink
944,Mitsubishi,Truck,1987,WAUWMAFC4FN035378,Red
945,Mercury,Mountaineer,2001,JH4CL969X6C480746,Violet
946,Hyundai,Accent,1996,1N6AF0LY7FN593174,Yellow
947,Mercury,Topaz,1989,1FTMF1EW1AK167084,Puce
948,Honda,Odyssey,2008,137FA84371E760492,Pink
949,Mitsubishi,Challenger,2004,1C4NJPBA4DD123963,Pink
950,Mercury,Sable,2002,WBA3X9C59FD550218,Mauv
951,Pontiac,Parisienne,1984,WA1UFBFL7DA362978,Turquoise
952,Oldsmobile,Achieva,1998,KL4CJGSB5FB232473,Indigo
953,Ford,Freestyle,2005,1G6AD5S31D0777521,Puce
954,BMW,M6,2010,2C3CA4CD0AH970030,Violet
955,Lexus,IS-F,2009,1N4AB7AP4EN031948,Aquamarine
956,Oldsmobile,Achieva,1996,2C3CDZAT9FH353098,Orange
957,GMC,Acadia,2010,2HNYD18892H799454,Green
958,Ford,Thunderbird,1997,JN1AY1AR2DM537230,Teal
959,Mercedes-Benz,Sprinter 3500,2012,WAUVT54B43N673609,Teal
960,Buick,Rainier,2005,JM3KE2BE2E0548823,Green
961,Honda,Accord,1998,5UMDU93547L949430,Indigo
962,BMW,525,2002,1N4AL2AP5BN062881,Purple
963,Toyota,Previa,1992,JHMZF1C4XDS901962,Aquamarine
964,Pontiac,Grand Prix Turbo,1990,SCBGU3ZA5DC446040,Mauv
965,Mitsubishi,Lancer,2010,WBAPK7C55BA822473,Goldenrod
966,Lexus,RX,2010,5FRYD4H6XEB491823,Mauv
967,Maybach,62,2003,WDDGF4HB0CR296573,Violet
968,Volkswagen,New Beetle,2002,5N1AA0NC9BN628077,Maroon
969,Mitsubishi,Pajero,1985,WAUVFAFH0DN791014,Goldenrod
970,Mazda,Tribute,2010,WAUGFAFR3EA830186,Indigo
971,Ford,C-MAX Hybrid,2013,1G6DF8EG5A0116397,Pink
972,Mazda,RX-7,1987,3C3CFFDR1FT337977,Pink
973,Chevrolet,Corsica,1992,5N1AN0NU4AC457651,Green
974,Aston Martin,DBS,2009,TRURD28N461356449,Mauv
975,Maybach,57,2003,3C4PDCGB0FT543095,Teal
976,Honda,Accord,2005,JTDKN3DP9E3217071,Mauv
977,Lincoln,Town Car,1992,3D7JV1EP4AG659316,Crimson
978,Kia,Forte,2010,WDDUG7JB8EA949907,Goldenrod
979,Mazda,RX-7,1984,1G6DG577090906338,Pink
980,Porsche,911,1992,WBAKA8C52AC709232,Blue
981,Saab,9-7X,2009,WBAKF3C59BE570372,Green
982,Lincoln,Continental,1999,1FMJK2A55AE887726,Khaki
983,Toyota,Tacoma Xtra,1997,5FRYD4H6XGB216620,Yellow
984,Chevrolet,Express,2009,1N6AA0CA2CN475045,Violet
985,Hyundai,Sonata,2013,1GTN1UEH9EZ099493,Indigo
986,Nissan,Titan,2010,WAUAFAFL3AN042755,Puce
987,Volvo,XC70,2009,1N6AF0LX6EN441067,Indigo
988,GMC,Yukon XL 2500,2003,5N1AA0NC6AN299997,Violet
989,GMC,Yukon XL 2500,2013,KMHHT6KD8BU864962,Mauv
990,Porsche,911,1992,WBAUN7C50DV329371,Purple
991,Chevrolet,Venture,2003,1G4GE5EV6AF372115,Violet
992,Cadillac,Seville,1999,WAULFAFH7CN404366,Violet
993,Lexus,RX,2002,WBA3V5C54EP313616,Blue
994,Saturn,Astra,2008,1GYEC63N26R010048,Indigo
995,Dodge,Charger,1969,WA1DVAFE6AD238967,Khaki
996,Ford,Probe,1989,KNAFT4A28C5107682,Turquoise
997,Hyundai,Accent,2010,2C3CDXGJ3FH707773,Mauv
998,Plymouth,Laser,1993,WAULC58E94A723120,Yellow
999,Mercury,Capri,1994,1G6DF577390424949,Aquamarine
1000,Mitsubishi,Galant,2005,1FAHP3DN5AW596894,Yellow
